names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country,date_fixed
"The Case for Christ","04/07/2017 ",69,Drama,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results.","Mike Vogel, Lee Strobel, Erika Christensen, Leslie Strobel, Faye Dunaway, Dr. Roberta Waters, Robert Forster, Walter Strobel, Frankie Faison, Joe Dubois, L. Scott Caldwell, Alfie Davis, Mike Pniewski, Kenny London, Tom Nowicki, Dr. Alexander Metherell, Michael H. Cole, Dr. Gary Habermas","The Case for Christ"," Released"," English",3000000,17966760,US,2017-04-07
"Unbroken: Path to Redemption","09/14/2018 ",69,Drama,"Zamperini returns to California where he wound up marrying Cynthia Applewhite while wrestling with untreated PTSD, suffering constant nightmares, angry, bitter and deeply depressed, his wife convinces Zamperini to attend the 1949 Billy Graham Crusade.","Samuel Hunt, Louis Zamperini, Merritt Patterson, Cynthia Applewhaite, Bob Gunton, Major, Will Graham, Billy Graham, David Sakurai, Watanabe 'The Bird', Vanessa Bell Calloway, Lila Burkholder, Bobby Campo, Pete Zamperini, Andrew Lewis Caldwell, Harry Read, David DeLuise, Howard Lambert","Unbroken: Path to Redemption"," Released"," English",6000000,6216897,US,2018-09-14
"A Quiet Place","05/21/2018 ",74,"Horror, Drama, Science Fiction","A family is forced to live in silence while hiding from creatures that hunt by sound.","Emily Blunt, Evelyn Abbott, John Krasinski, Lee Abbott, Millicent Simmonds, Regan Abbott, Noah Jupe, Marcus Abbott, Cade Woodward, Beau Abbott, Leon Russom, Man in the Woods, Rhoda Pell, Old Man's Dead Wife (uncredited)","A Quiet Place"," Released"," English",17000000,334876670,AU,2018-05-21
"Lilo & Stitch","09/19/2002 ",75,"Animation, Family","As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien "puppy" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.","Daveigh Chase, Lilo (voice), Chris Sanders, Stitch (voice), Tia Carrere, Nani (voice), David Ogden Stiers, Jumba (voice), Kevin McDonald, Pleakley (voice), Ving Rhames, Cobra Bubbles (voice), Zoe Caldwell, Grand Councilwoman (voice), Jason Scott Lee, David Kawena (voice), Kevin Michael Richardson, Captain Gantu (voice)","Lilo & Stitch"," Released"," English",80000000,245799997,AU,2002-09-19
Rocky,"03/17/1977 ",78,"Drama, Romance","An uneducated collector for a Philadelphia loan shark is given a once-in-a-lifetime opportunity to fight against the world heavyweight boxing champion.","Sylvester Stallone, Robert "Rocky" Balboa, Talia Shire, Adrianna "Adrian" Pennino, Burt Young, Paulie Pennino, Carl Weathers, Apollo Creed, Burgess Meredith, Mickey Goldmill, Thayer David, George "Miles" Jergens, Joe Spinell, Tony Gazzo, Jimmy Gambina, Mike, Bill Baldwin, Fight Announcer",Rocky," Released"," English",1000000,225000000,AU,1977-03-17
"Baba Yaga: Terror of the Dark Forest","02/27/2020 ",60,Horror,"The young family who moved to a new apartment on the outskirts of the city. The nanny hired by them for the newborn daughter quickly gained confidence. However, the older boy, Egor, talks about the frightening behavior of a woman, but his parents do not believe him. The surveillance cameras installed by the father for comfort only confirm everything is in order. Then one day, Egor, returning home, finds no trace of either the nanny or the little sister, and the parents are in a strange trance and do not even remember that they had a daughter. Then Egor, together with his friends, goes in search, during which it turns out that the nanny is an ancient Slavic demon, popularly known as Baba Yaga.","Oleg Chugunov, Egor, Glafira Golubeva, Dasha, Artem Zhigulin, Anton, Igor Khripunov, Mrachnyy, Svetlana Ustinova, Tatyana, nanny, Aleksey Rozin, Alexey, father, Maryana Spivak, Yuliya, stepmother, Marta Timofeeva, Seta, Daniil Filippov, "," Яга. Кошмар тёмного леса"," Released"," Russian",146740000,301123555.2,RU,2020-02-27
"Wendell & Wild","10/28/2022 ",68,"Animation, Comedy, Fantasy, Adventure","Two demon brothers enlist the aid of Kat Elliot - a tough teen with a load of guilt - to summon them to the Land of the Living. But what Kat demands in return leads to a brilliantly bizarre and comedic adventure like no other.","Keegan-Michael Key, Wendell (voice), Jordan Peele, Wild (voice), Lyric Ross, Kat Elliot (voice), Angela Bassett, Sister Helley (voice), Ving Rhames, Buffalo Belzer (voice), Gabrielle Dennis, Wilma Elliot (voice), Gary Gatewood, Delroy Elliot (voice), Tamara Smart, Siobhan (voice), Natalie Martinez, Mariana Cocolotl (voice)","Wendell & Wild"," Released"," English",59960000,418659258.4,AU,2022-10-28
"Avatar: The Deep Dive - A Special Edition of 20/20","12/13/2022 ",75,Documentary,"An inside look at one of the most anticipated movie sequels ever with James Cameron and cast.","Chris Connelly, Self, James Cameron, Self, Zoe Saldaña, Self, Sigourney Weaver, Self, Kate Winslet, Self, Stephen Lang, Self, Jamie Flatters, Self, Bailey Bass, Self, Jack Champion, Self","Avatar: The Deep Dive - A Special Edition of 20/20"," Released"," English",98800000,580810039.6,US,2022-12-13
"Just Love and a Thousand Songs","12/08/2022 ",68,"Music, Documentary","On the 10th anniversary of Violetta's release, Tini gets together with her former castmates to celebrate, giving her fans an intimate, unique, and unforgettable show. Tini, Jorge Blanco, Candelaria Molfese, and Mercedes Lambre gave the audience a night to remember with their new versions of five of the show's songs.","Tini Stoessel, Self, Jorge Blanco, Self, Candelaria Molfese, Self, Mercedes Lambre, Self"," Solo amor y mil canciones"," Released"," Spanish, Castilian",85800000,568195972,AR,2022-12-08
"Héctor El Father: Conocerás la verdad","03/22/2018 ",78,"Drama, Documentary","This autobiography of Hector Delgado runs from his childhood to become one of the greatest exponents of the urban genre, but the results of that life did not please him and led him to try to take his life  .After being victim of a firefight at a service station in Aguada, a city hall in Puerto Rico, he stopped earning at least two hundred American dollars for presentation and being "devout of Jesus"","Héctor "El Father", , Lian Machín, , Rainier Quintana, , Daddy Yankee, , Wisin, , Tito El Bambino, ","Héctor El Father: Conocerás la verdad"," Released"," Spanish, Castilian",89000000,436644599.4,PR,2018-03-22
"The Lion King II: Simba's Pride","07/31/2000 ",69,"Family, Adventure, Animation, Action","The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil lioness, Zira. Will Kovu steal Kiara's heart?","Matthew Broderick, Simba (voice), Neve Campbell, Kiara (voice), Jason Marsden, Kovu (voice), Nathan Lane, Timon (voice), Ernie Sabella, Pumbaa (voice), Andy Dick, Nuka (voice), Robert Guillaume, Rafiki (voice), James Earl Jones, Mufasa (voice), Moira Kelly, Nala (voice)","The Lion King II: Simba's Pride"," Released"," English",140700000,490644301.8,AU,2000-07-31
"The Simpsons Movie","07/27/2007 ",70,"Animation, Comedy, Family","After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.","Dan Castellaneta, Homer Simpson / Itchy / Barney / Abe Simpson / Stage Manager / Krusty the Clown / Mayor Quimby / Mayor's Aide / Multi-Eyed Squirrel / Panicky Man / Sideshow Mel / Mr. Teeny / EPA Official / Kissing Cop / Bear / Boy on Phone / NSA Worker / Officer / Santa's Little Helper / Squeaky-Voiced Teen (voice), Julie Kavner, Marge Simpson / Selma / Patty (voice), Nancy Cartwright, Bart Simpson / Maggie Simpson / Ralph / Nelson / Todd Flanders / TV Daughter / Woman on Phone (voice), Yeardley Smith, Lisa Simpson (voice), Hank Azaria, Professor Frink / Comic Book Guy / Moe / Chief Wiggum / Lou / Carl / Cletus / Bumblebee Man / Male EPA Worker / Dome Depot Announcer / Kissing Cop / Carnival Barker / Counter Man / Apu / Drederick Tatum / Sea Captain / EPA Passenger / Robot / Dr. Nick / Wise Guy (voice), Harry Shearer, Scratchy / Mr. Burns / Rev. Lovejoy / Ned Flanders / Lenny / Skull / President Arnold Schwarzenegger / Kent Brockman / Principal Skinner / Dr. Hibbert / Smithers / Toll Booth Man / Guard / Otto / Kang (voice), Pamela Hayden, Milhouse Van Houten / Jimbo Jones / Rod Flanders (voice), Tress MacNeille, Sweet Old Lady / Colin / Mrs. Skinner / Nelson's Mother / Pig / Cat Lady / Female EPA Worker / G.P.S. Woman / Cookie Kwan / Lindsey Naegle / TV Son / Medicine Woman / Girl on Phone (voice), Albert Brooks, Russ Cargill (voice)","The Simpsons Movie"," Released"," English",72500000,527071022,AU,2007-07-27
"The Mummy Returns","05/10/2001 ",63,"Adventure, Action, Fantasy","Rick and Evelyn O'Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King's might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn't above kidnapping its new bearer, Alex, to gain control of Anubis's otherworldly army.","Brendan Fraser, Rick O'Connell, Rachel Weisz, Evelyn O'Connell / Nefertiri, John Hannah, Jonathan Carnahan, Arnold Vosloo, Imhotep, Oded Fehr, Ardeth Bay, Patricia Velásquez, Meela / Anck-Su-Namun, Freddie Boath, Alex O'Connell, Alun Armstrong, Baltus Hafez, Dwayne Johnson, Mathayus / The Scorpion King","The Mummy Returns"," Released"," English",98000000,435040395,AU,2001-05-10
Elvis,"06/23/2022 ",77,"Drama, Music, History","The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.","Austin Butler, Elvis Presley, Tom Hanks, Colonel Tom Parker, Olivia DeJonge, Priscilla, Helen Thomson, Gladys Presley, Richard Roxburgh, Vernon Presley, Kelvin Harrison Jr., B.B. King, David Wenham, Hank Snow, Kodi Smit-McPhee, Jimmie Rodgers Snow, Luke Bracey, Jerry Schilling",Elvis," Released"," English",85000000,279854594,AU,2022-06-23
"The House","01/14/2022 ",71,"Animation, Drama, Comedy, Horror, Fantasy","Across different eras, a poor family, an anxious developer and a fed-up landlady become tied to the same mysterious house in this animated dark comedy.","Mia Goth, Mabel (voice), Matthew Goode, Raymond (voice), Claudie Blakley, Penelope (voice), Eleanor De Swaef-Roels, Isobel (voice), Mark Heap, Mr. Thomas (voice), Stephanie Cole, Great Aunt Eleanor (voice), Miranda Richardson, Aunt Clarice (voice), David Peacock, Uncle Lucien (voice), Barnaby Pilling, Van Schoonbeek (voice)","The House"," Released"," English",40000000,31192425,GB,2022-01-14
Fortress,"03/01/2022 ",60,"Action, Thriller, Crime","The story revolves around a top-secret resort for retired U.S. intelligence officers. A group of criminals led by Balzary breach the compound, hellbent on revenge on Robert, forcing the retired officer and his son to save the day.","Jesse Metcalfe, Paul, Bruce Willis, Robert, Chad Michael Murray, Balzary, Kelly Greyson, Kate, Ser'Darius Blain, Ulysses, Katalina Viteri, Sophia, Shannen Doherty, Dobbs, Natalie Burn, Sandra, Kaleina Cordova, Ava",Fortress," Released"," English",12000000,46730578,AU,2022-03-01
"The Grandmother","04/06/2022 ",59,"Drama, Horror","Susana leaves her life in Paris, where she works as a model, and returns to Madrid to take care of her grandmother Pilar.","Almudena Amor, Susana, Vera Valdez, Pilar, Karina Kolokolchykova, Eva, Marina Gutiérrez, Adela, Berta Sánchez, Child Susana, Alba Bonnin, Child Eva, Gabriela Calonfirescu, Julita, Ileana Wilson, Doctor Romero, Chacha Huang, Burger Joint Waitress"," La abuela"," Released"," Spanish, Castilian",3749231,1817696,FR,2022-04-06
"King of Kings","10/11/1961 ",71,"Drama, History","Who is Jesus, and why does he impact all he meets? He is respected and reviled, emulated and accused, beloved, betrayed, and finally crucified. Yet that terrible fate would not be the end of the story.","Jeffrey Hunter, Jesus, Siobhán McKenna, Mary, Hurd Hatfield, Pontius Pilate, Ron Randell, Lucius, Viveca Lindfors, Claudia, Rita Gam, Herodias, Carmen Sevilla, Mary Magdalene, Brigid Bazlen, Salome, Harry Guardino, Barabbas","King of Kings"," Released"," English",5037000,14483352,US,1961-10-11
"In Time","10/27/2011 ",70,"Action, Thriller, Science Fiction","In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.","Justin Timberlake, Will Salas, Amanda Seyfried, Sylvia Weis, Cillian Murphy, Raymond Leon, Olivia Wilde, Rachel Salas, Alex Pettyfer, Fortis, Johnny Galecki, Borel, Matt Bomer, Henry Hamilton, Vincent Kartheiser, Philippe Weis, Yaya DaCosta, Greta","In Time"," Released"," English",35000000,165103952,AU,2011-10-27
"Hansan: Rising Dragon","08/05/2022 ",72,"Action, History, Drama, War","In 1592, admiral Yi Sun-sin and his fleet face off against the might of the invading Japanese navy and its formidable warships. As the Korean forces fall into crisis, the admiral resorts to using his secret weapon, the dragon head ships known as geobukseon, in order to change the tide of this epic battle at sea.","Park Hae-il, Admiral Yi Sun-shin, Byun Yo-han, Wakisaka Yasuharu, Ahn Sung-ki, Eo Yeong-dam, Son Hyun-joo, Won Gyun, Kim Sung-kyu, Junsa, Kim Sung-kyun, Kato Yoshiaki, Kim Hyang-gi, Jeong Bo-reum, Ok Taec-yeon, Im Jun-yeong, Gong Myoung, Yi Eok-gi"," 한산: 용의 출현"," Released"," Korean",121000000,288842249.6,AU,2022-08-05
"Taken 3","01/08/2015 ",62,"Thriller, Action","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","Liam Neeson, Bryan Mills, Forest Whitaker, Inspector Franck Dotzler, Famke Janssen, Lenore Mills - St. John, Maggie Grace, Kim Mills, Dougray Scott, Stuart St. John, Sam Spruell, Oleg Malankov, Don Harvey, Garcia, Dylan Bruno, Smith, Leland Orser, Sam (Gilroy)","Taken 3"," Released"," English",48000000,327656424,AU,2015-01-08
"A Bug's Life","12/03/1998 ",70,"Adventure, Animation, Comedy, Family","On behalf of "oppressed bugs everywhere," an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.","Dave Foley, Flik (voice), Kevin Spacey, Hopper (voice), Julia Louis-Dreyfus, Atta (voice), Hayden Panettiere, Dot (voice), Phyllis Diller, Queen (voice), Richard Kind, Molt (voice), David Hyde Pierce, Slim (voice), Joe Ranft, Heimlich (voice), Denis Leary, Francis (voice)","A Bug's Life"," Released"," English",120000000,363258859,AU,1998-12-03
